id,name,category,num_beds,address,suburb,state,postcode,longitude,latitude,comment,website
1726,A B Surgery,General Practice/GP,,26 Elbow Street,WEST KEMPSEY,NSW,2440,152.8309479,-31.07976723,After-hours Arrangements: Please call A B Surgery on 02 6562 6888 for the rostered on-call doctor Weekdays: 5PM to 8:30PM Weekends and Public Holidays: 24 hours This service is available to existing patients only.,
1727,Advance Medical Practice - Pitt Town,General Practice/GP,,"Pitt Town Shopping Village, Shop 5, 29 Eldon Street",PITT TOWN,NSW,2756,150.8595581,-33.5863266,"Closed weekends and public holidays.  Bulking billing is only available to health care care holders, pensioners and children under 16 years.   Walk in patients are also accepted.  After-Hours Arrangements: Please call the National Home Doctor Service on 13SICK or 13 74 25 Monday, Tuesday- 6PM to 8AM Wednesday- 7PM Thursday- 5:30PM to 8:30AM Friday- 5:30PM to 12AM (midnight) Weekends- 12PM Saturday to 8:30AM Monday Public Holidays- 24 Hours.",http://www.advancemedicalpractice.com.au/practices-and-services/#pitt-town
1728,Pittwater Medical Centre,General Practice/GP,,"Unit 16, 331 Barrenjoey Road",NEWPORT,NSW,2106,151.3189697,-33.65548706,"For after hours assistance phone 1902 998 877, home visits can be arranged.",
1729,CROMWELL STREET SURGERY,General Practice/GP,,16 Cromwell Street,NEW LAMBTON,NSW,2305,151.714386,-32.92354584,,
1730,Eastgardens Medical Centre,General Practice/GP,,"Westfield Shopping Centre, Shop 131, 152 Bunnerong Road",EASTGARDENS,NSW,2036,151.2243347,-33.94482422,"General practice care, Immunisation, Work Cover Services, Medical Examination, Pre Employment Medicals, Sports injuries, Skin cancer, minor surgeries, pap smears, Pathology, Physiotherapy, X-Ray, Ultrasounds, Dental, Podiatry, Occupational Therapy, Gynaecology, General Surgery Eastgardens Medical Centre opened 1989 and since services the eastern suburbs of Sydney providing quality general family medical services and allied health services to the occupants in the area. The practice has 7 consulting room, procedure room, Physiotherapy, Pathology, X rays, Dental, Podiatry and visiting specialists. Practice is easily accessible by public transport and free parking available in Westfield car park.  After-Hours Arrangements: Please call 13SICK on 13 74 25 Weekdays: 4PM to 8AM Weekends: 5PM Sat to 8AM Mon Public Holidays: 24 Hours.",http://www.yourhealth.net.au/eastgardens/
1731,Aberglasslyn Medical Centre,General Practice/GP,,"McKeachies Run shopping Cente, Shop 5, 8 McKeachie Drive",ABERGLASSLYN,NSW,2320,151.5401306,-32.70191193,"Appointment preferred, walk-in welcome  After-Hours Arrangements: Plesae call GP Access After Hours on 1300 130 147 Weekdays: 5PM to 9AM Weekends: 12PM (midday) Saturday to 8:30AM Sunday and 12PM Sunday to 9AM Monday Public Holidays: 24 hours.",www.openclinics.com.au
1732,Tregear Medical Centre,General Practice/GP,,"Shop 7, 159 Aurora Drive",TREGEAR,NSW,2770,150.795654,-33.745014,,
1733,Bargo Surgery,General Practice/GP,,74 Railside Avenue,BARGO,NSW,2574,150.5789948,-34.28981018,Fax: 02 4684 1474,
1734,Padstow Medical Centre,General Practice/GP,,"Unit 2, 11 Cahors Road",PADSTOW,NSW,2211,151.0297699,-33.94897461,After-Hours Arrangements: Please call Health Direct Australia on 1800022222 Weekdays: After Business Hours  Weekends: 24 hours Public Holidays: 24 hours.,
1735,Young District Medical Centre,General Practice/GP,,16 Cloete Street,YOUNG,NSW,2594,148.3002167,-34.31555176,General Medical Practice- family medicine orientated. After-Hours Arrangements:  Please call Young District Hospital on 02 6382 8888 Weekdays: 5PM to 8:30AM Weekends: 11:30AM Sat to 8:30AM Mon Public holidays: 24 hours.,https://www.ydmc.com.au/
1736,Wigram Street Family Medical Practice,General Practice/GP,,72 Wigram Street,HARRIS PARK,NSW,2150,151.0087738,-33.8216362,After-Hours Arrangements: Please call Sydney Medical Service Co-op on 02 8724 6300 Weekdays: 6:30PM to 8AM Weekends: 5:30 PM Saturday to 8AM Monday Public Holidays: 24 hours.,
1737,Swansea Medical Centre,General Practice/GP,,45 Josephson Street,SWANSEA,NSW,2281,151.636734,-33.08922195,"We have 9 doctors at our practice, 4 male and 5 female doctors, we bulk bill all children 16 years and under, we accept new patients to our practice.. Closing time on Saturdays vary as per requirements.  After-Hours Arrangements:  Please call GP Access on 1300 130 147 Weekdays: 6PM to 8AM Weekends: 12:30PM (midday) Saturday to 8AM Monday Public Holidays: 24 Hours.",
1738,Glenorie District Medical Centre,General Practice/GP,,920B Old Northern Road,GLENORIE,NSW,2157,151.0098114,-33.60307312,,
1739,Dr Lukaszewicz Medical Centre,General Practice/GP,,"Shop 3, 17-20 The Esplanade",ASHFIELD,NSW,2131,151.123703,-33.88727951,After-Hours Arrangements:  Please call Sydney Medical Service Co-op on 02 8724 6300 Weekdays: 6PM to 8AM Weekends: 12PM (midday) to 8AM Monday Public Holidays: 24 Hours.,
1740,Hornsby Mall Medical Centre,General Practice/GP,,"Suite 1-2, 32 Florence Street",HORNSBY,NSW,2077,151.101532,-33.70434952,After-Hours Arrangements: Please call Hornsby Mall Medical Centre on 02 8411 2373 Weekdays: 8PM to 8AM Saturdays: 5PM to 9AM Sundays: 4PM to 9AM Public Holidays: 24 hours This service is available only to existing patients.,www.hornsbymallmedical.com.au
1741,Medowie Family Clinic,General Practice/GP,,"Medowie Shopping Village, Shop 11-12, 37 Ferodale Road",MEDOWIE,NSW,2318,151.8634338,-32.74006653,Mixed Billing.   Closed Sundays and public holidays.  After-Hours Arrangements: Please call The Newcastle After Hours Medical Service on 02 4943 6666 Monday to Thursday- 5PM to 8:30AM Friday- 5PM to 9AM Weekends: 12PM (midday) Saturday to 8:30AM Monday Public Holidays: 24 Hours.,https://medowiefamilyclinic.com/
1742,Australian Health Care Centre,General Practice/GP,,498 Princes Highway,KIRRAWEE,NSW,2232,151.0792236,-34.03042221,Walk-ins available but bookings take priority.  Closing times may vary - Please call prior to visiting.   After-Hours Arrangements: Please call Australian Health Care Centre  Weekdays: 10PM to 7AM Weekends: 10PM to 7AM Public Holidays: 24 hours.,https://www.ipn.com.au/gp/nsw-australian-health-care-centre/home/
1743,Vitalis Family Medical Practice,General Practice/GP,,550 Princes Highway,KIRRAWEE,NSW,2232,151.0753174,-34.03247452,Closed Sundays and public holidays.  After-Hours Arrangements:  Please call 13 SICK on 137 425 Weekdays: 9PM to 7AM Weekends: 4PM Saturday to 7AM Monday Public Holidays: 24 hours.,http://www.vitalishealthcare.com.au
1744,Upper Mountains Medical Centre,General Practice/GP,,98-108 Bathurst Road,KATOOMBA,NSW,2780,150.3108978,-33.71259308,"After-Hours Arrangements: Please call Upper Mountains Medical Centre on 1902 991 122 Weekdays: 6PM to 7:30AM  Weekends: 1PM Saturday to 7:30AM Monday Public Holidays: 24 hours This service is available only to existing patients. Charges apply when calling the after hours number.  *Bulk Billing Available to Health care card holders, Pensioners and children under the age of 16. Private billing for all other patients.",http://www.ipn.com.au/
1745,Dr Gias Swid,General Practice/GP,,"Unit 2, 13 William Street",FAIRFIELD,NSW,2165,150.9540863,-33.8726387,,
1746,Cowra Medical Associates,General Practice/GP,,165-169 Kendal Street,COWRA,NSW,2794,148.6949158,-33.83559799,After-Hours Arrangements:  Please call Cowra Medical Associates on 02 6341 1400 All calls will be attended to by the rostered GP from the practice.  Walk-in available from 8AM-9:30AM only. Appointments starts from 10 AM to 5PM.,https://www.ksms.com.au/contact
1747,Kings Medical Practice,General Practice/GP,,"Suite 2, 48 Gardeners Road",KINGSFORD,NSW,2032,151.2260132,-33.92483902,,www.kingsmed.com.au
1748,Bay Medical Group - Nelson Bay,General Practice/GP,,39 Stockton Street,NELSON BAY,NSW,2315,152.1433258,-32.72388077,Closed weekends and public holidays. After-Hours Arrangements: Please call Nelson Bay Medical Centre on 02 4981 1722 Weekdays: 6PM to 8AM Weekends: 12PM (midday)  Saturday to 8AM Monday Public Holidays: 24 hours This service is only for existing patients.,http://www.nelsonbaymedicalgroup.com.au/
1749,Carpenter Street Medical Centre,General Practice/GP,,99a Carpenter Street,ST MARYS,NSW,2760,150.7926788,-33.77827454,,
1750,Healthsmart Medical Centre,General Practice/GP,,"Shop 51, 122 Station Street",PENRITH,NSW,2750,150.6925049,-33.75728607,Public holiday hours vary. Please call to confirm.   After Hours Arrangements:  Please call Penrith After Hours Doctors on 02 4789 0229 Weekdays: 6PM to 12PM (midnight) Weekends and Public Holidays: 3PM to 12PM (midnight),
1751,Wee Waa Medical Centre,General Practice/GP,,29 George Street,WEE WAA,NSW,2388,149.4436493,-30.22424126,"Closed weekends and public holidays.  After-hours Arrangement: Please call Wee Waa Community Hospital on 02 6795 0400 Address: 60 Alma Street, Wee Waa NSW 2388 Weekdays: 24 hours Weekends and Public Holidays: 24 hours.",http://weewaamedicalcentre.com.au/
1752,Greenacre Medical After Hours Clinic,General Practice/GP,,"Shop 1, 168 Waterloo Road",GREENACRE,NSW,2190,151.0569305,-33.90695572,Greenacre Medical After Hours Clinic is an accredited AGPAL after hours service that aims to promote patient health and well-being. The clinic provides GP consultations and home visits to our patients in the community. Our location is ideal for patients who live in Greenacre and surrounding suburbs. Additional Services Provided: -Family Health -Women and Men's Health -Mental Health Services -Gynaecology and Maternity Care -Small Scale Surgeries -Vaccinations and Immunisation (Travel Included) -Health Assessments -Medicals -Pregnancy Tests -Maternity Care -Allied Health -Medicals -Weight Management -Wound Dressings -Medical Reports -Home Visits,http://greenmed.com.au/
1753,ARNCLIFFE FAMILY HEALTH CLINIC,General Practice/GP,,1-3 Queen Street,ARNCLIFFE,NSW,2205,151.146225,-33.93703842,Closed weekends and public holidays.,http://www.arncliffefamilyhealth.com.au/
1754,Brotohusodo And Associates,General Practice/GP,,3 First Fleet Avenue,WEST PENNANT HILLS,NSW,2125,151.028595,-33.74068069,"Closed Tuesdays, Thursdays, weekends and public holidays.",
1755,Swansea Channel Doctors,General Practice/GP,,"Shop 4, 2 Belmont Street",SWANSEA,NSW,2281,151.6383667,-33.08612061,After Hours Arrangements: Please call GP Access After Hours - Belmont Clinic on 1300 130 147 Weekdays: 6PM to 11PM Saturday:  1PM to 11PM  Sunday: 9AM to 11PM  Public Holidays: 9AM to 11PM.,
1756,George Street Medical Centre,General Practice/GP,,308 George Street,SYDNEY,NSW,2000,151.2076721,-33.86580276,After-Hours Arrangements: Please call DoctorDoctor on 132 660 Weekdays: 6PM to 8AM Weekends: 12PM (midday) Saturday to 8AM Monday Public Holidays: 24 hours.,http://www.ipn.com.au/gp/nsw-sydney-george-street-medical-centre/
1757,Victoria Avenue Medical Practice,General Practice/GP,,214 Victoria Avenue,CHATSWOOD,NSW,2067,151.1903076,-33.79433441,After-Hours Arrangements: Please call 13SICK on 137 425 Weekdays: 6PM to 8AM Weekdays: 12PM (midday) Saturday to 8AM Monday Public Holidays: 24 hours This service is for current practice patients only.,http://www.vamc.com.au/
1758,Vital Signs Medical Centre,General Practice/GP,,213 High Street,MAITLAND,NSW,2320,151.560258,-32.739695,Formerly The Rose Farm Surgery. Closed weekends and public holidays.,
1759,Dr Shan Shahnawaz,General Practice/GP,,1315 Princes Highway,HEATHCOTE,NSW,2233,151.0101318,-34.08494949,After-Hours Arrangements:  Please call 13SICK on 13 74 25 Weekdays: 6PM to 8AM Weekends: 12PM (midday) Saturday to 8AM Monday Public Holidays: 24 Hours.,
1760,Albion Park Rail Family Practice,General Practice/GP,,195B Princes Highway,ALBION PARK RAIL,NSW,2527,150.797195,-34.561962,After-hours arrangements:  Please call Illawarra Radio Doctor on 02 4228 5522 Weekdays: 7PM to 6AM Weekends: 1PM Saturday to 6AM Monday Public holidays: 24 hours.  Appointments available and walk-ins accepted.,www.albionparkrailfamilypractice.com
1761,Dr Barrie Leon's Practice,General Practice/GP,,23 Dalley Avenue,PAGEWOOD,NSW,2035,151.2157898,-33.94245911,After Hours Arrangements: Please call 02 9316 9597 for on-call doctor Weekdays: 6PM-9AM Weekends: 12PM (midday) Saturday to 9AM Monday Sundays and Public Holidays: 24 hours.,
1762,Ourimbah Campus Health Service,General Practice/GP,,10 Chittaway Road,OURIMBAH,NSW,2258,151.3779907,-33.35751724,,
1763,Eastbrooke Medical Centre - Southern Highlands,General Practice/GP,,4 Funston Street,BOWRAL,NSW,2576,150.4131012,-34.48396301,After-Hours Arrangements:  Please call the practice on 02 4861 6433 Weekdays: 6PM to 8AM Saturday: 2PM to 8AM  Sunday: 2PM to 8AM Monday Public Holidays: 24 Hours.  Extended operating hours available on Saturday upon request.  The practice operates every second Sunday.,https://eastbrookemedical.com.au/medical-centre/bowral/
1764,Hector Street Family Medical Practice,General Practice/GP,,255 Hector Street,SEFTON,NSW,2162,151.0065308,-33.88504028,,http://www.hectorsurgery.com.au/
1765,Veritas Executive Health,General Practice/GP,,"MLC Centre, Level 57, 19-21 Martin Place",SYDNEY,NSW,2000,151.209241,-33.868416,,
1766,Dubbo Regional Aboriginal Medical Service,General Practice/GP,,48-50 Wingewarra Street,DUBBO,NSW,2830,148.6027222,-32.24879456,,
1767,The Surgery Kincumber,General Practice/GP,,80 Avoca Drive,KINCUMBER,NSW,2251,151.3855133,-33.46869278,"Closed weekends and public holidays.  After-Hours Arrangements: Please call The Surgery Kincumber on 02 4396 6777 between Weekdays: 5:15PM to 8:30AM Weekends: 24 hours Public Holidays: 24 hours This service is for existing patients only.  All general practice care, antenatal care, mental health, childhood and adult vaccination and immunization, health assessment, diabetes, asthma, and women's health.",
1768,Harrington Park Medical Practice,General Practice/GP,,"Harrington Park Plaza, Suite 1, 23 Fairwater Drive",HARRINGTON PARK,NSW,2567,150.733902,-34.02845383,Walk-ins are welcomed   After-Hours Arrangements:  Please call Harrington Park Medical Practice on 0491 616 849.,http://www.emeraldmedicalcentre.com.au/
1769,LETHBRIDGE PARK SURGERY,General Practice/GP,,24 Palmyra Avenue,LETHBRIDGE PARK,NSW,2770,150.7983398,-33.7333374,Surgery is opened every third Saturday. Please call ahead for more information.,
1770,Hurstville Town Medical Centre,General Practice/GP,,"Level 1, 227 Forest Road",HURSTVILLE,NSW,2220,151.1026459,-33.96702194,After-Hours Arrangements: Please call Sydney Medical Service on 02 8724 6300 Weekdays: 7PM to 8AM Saturdays: 7PM to 9AM Sundays Sundays & Public Holidays: 6PM to 9AM.,http://www.htmed.com.au/
1771,UR Family Practice,General Practice/GP,,"Shop 55, 18/26 Church Avenue",MASCOT,NSW,2020,151.1890717,-33.92225266,"Bulk billing with Medicare card.   After hour services All emergency: dial 000 for ambulance After hour: 1300 466 347 General bulk bill (02) 9382 2222 Emergency, Princes of Wales Hospital Barker Street, Randwick NSW 2031 (02) 8382 1111 Emergency, St Vincent Hospital 390 Victoria Street, Darlinghurst NSW 2010",http://www.urfamilypractice.com.au/
1772,Walcha General Practice Clinic,General Practice/GP,,104E Fitzroy Street,WALCHA,NSW,2354,151.5987549,-30.98657799,"Walcha General Practice Clinic provides a comprehensive Medical Service to the township of Walcha NSW and the surrounding district.  For any severe after Hours Emergencies contact, or present to Walcha Hospital: 02 6777 4200  This service operates Monday to Friday, from 9.00 AM to 6.00 PM (Closed during lunch hour between 1.00 PM and 2.00 PM).",
1773,Greenacre Health Care,General Practice/GP,,3/173 Waterloo Road,GREENACRE,NSW,2190,151.0563507,-33.91632462,"Walk-ins only between 9AM-12PM, afternoons and Saturdays are by appointment only.",https://healthcaregreenacre.com/
1774,76 Prince Street Medical,General Practice/GP,,76 Prince Street,ORANGE,NSW,2800,149.096756,-33.27737045,,http://www.76prince.com.au/
1775,Railway St Surgery,General Practice/GP,,"Suite 1, 83 Railway Street",CORRIMAL,NSW,2518,150.8962097,-34.37337875,"Saturday is walk-in only   The doctors in this practice bulk-bill Pension, DVA and concession card holders for most services.  After-Hours Arrangements: Please call Radio Doctor Illawarra on 02 44228 5522 Weekdays: 5PM to 9AM Weekends: 11AM Saturday to 9AM Monday Public Holidays: 24 hours.  General health and well being Women's health Pregnancy Advice, Implanon, Mirena Insertion Men's Health Child Health Aviation Medicine Wound Care and Dressings Skin Checks and minor surgery Overseas Travel- Advice and Vaccination INR Testing Blood Pressure Checks ECG Diabetes Management Asthma Management Chronic Disease Management Mental Health and Care Plans Pre Employment and Workers Compensation",http://www.railwaystsurgery.com.au/
